year_film,category,movie_title,nominee,oscwin,ggwin,guildwin,sagwin,bawin,tomatometer_rating,tomatometer_status,genre,metascore,numnom
2009,actor,up in the air,george clooney,0,0,0,0,0,91.0,certified fresh,"['drama', 'romance']",83.0,6
2009,actor,a single man,colin firth,0,0,0,0,1,85.0,certified fresh,['drama'],77.0,1
2009,actor,invictus,morgan freeman,0,0,0,0,0,76.0,certified fresh,"['biography', 'drama', 'history', 'sport']",74.0,2
2009,actor,the hurt locker,jeremy renner,0,0,0,0,0,97.0,certified fresh,"['action', 'drama', 'thriller', 'war']",95.0,6
2009,supporting actor,invictus,matt damon,0,0,0,0,0,76.0,certified fresh,"['biography', 'drama', 'history', 'sport']",74.0,2
2009,supporting actor,the messenger,woody harrelson,0,0,0,0,0,89.0,certified fresh,"['drama', 'romance', 'war']",77.0,2
2009,supporting actor,the last station,christopher plummer,0,0,0,0,0,70.0,fresh,"['biography', 'drama', 'history']",76.0,4
2009,supporting actor,the last station,christopher plummer,0,0,0,0,0,70.0,fresh,"['biography', 'drama', 'history']",76.0,4
2009,supporting actor,the lovely bones,stanley tucci,0,0,0,0,0,32.0,rotten,"['drama', 'thriller', 'fantasy']",42.0,1
2009,supporting actor,inglourious basterds,christoph waltz,1,1,0,1,1,89.0,certified fresh,none,89.0,5
2009,actress,the blind side,sandra bullock,1,1,0,1,0,66.0,fresh,"['biography', 'drama', 'sport']",53.0,2
2009,actress,the last station,helen mirren,0,0,0,0,0,70.0,fresh,"['biography', 'drama', 'history']",76.0,4
2009,actress,the last station,helen mirren,0,0,0,0,0,70.0,fresh,"['biography', 'drama', 'history']",76.0,4
2009,actress,an education,carey mulligan,0,0,0,0,1,94.0,certified fresh,['drama'],85.0,3
2009,supporting actress,nine,penélope cruz,0,0,0,0,0,39.0,rotten,"['drama', 'romance', 'musical']",49.0,2
2009,supporting actress,up in the air,vera farmiga,0,0,0,0,0,91.0,certified fresh,"['drama', 'romance']",83.0,6
2009,supporting actress,crazy heart,maggie gyllenhaal,0,0,0,0,0,90.0,certified fresh,"['drama', 'romance', 'music']",83.0,2
2009,supporting actress,up in the air,anna kendrick,0,0,0,0,0,91.0,certified fresh,"['drama', 'romance']",83.0,6
2009,production design,avatar,avatar,1,0,0,0,0,82.0,certified fresh,"['action', 'adventure', 'sci-fi', 'fantasy']",83.0,6
2009,production design,the imaginarium of doctor parnassus,the imaginarium of doctor parnassus,0,0,0,0,0,64.0,fresh,"['adventure', 'mystery', 'fantasy']",65.0,1
2009,production design,nine,nine,0,0,0,0,0,39.0,rotten,"['drama', 'romance', 'musical']",49.0,2
2009,production design,sherlock holmes,sherlock holmes,0,0,0,0,0,69.0,fresh,"['action', 'adventure', 'mystery', 'thriller', 'crime']",57.0,4
2009,production design,sherlock holmes,sherlock holmes,0,0,0,0,0,60.0,fresh,"['action', 'adventure', 'mystery', 'thriller', 'crime']",57.0,4
2009,production design,the young victoria,the young victoria,0,0,0,0,0,77.0,certified fresh,"['biography', 'drama', 'history', 'romance']",64.0,1
2009,cinematography,avatar,avatar,1,0,0,0,0,82.0,certified fresh,"['action', 'adventure', 'sci-fi', 'fantasy']",83.0,6
2009,cinematography,harry potter and the half-blood prince,harry potter and the half-blood prince,0,0,0,0,0,83.0,certified fresh,"['action', 'adventure', 'mystery', 'fantasy', 'romance', 'family']",78.0,1
2009,cinematography,the hurt locker,the hurt locker,0,0,0,0,0,97.0,certified fresh,"['action', 'drama', 'thriller', 'war']",95.0,6
2009,cinematography,inglourious basterds,inglourious basterds,0,0,0,0,0,89.0,certified fresh,none,89.0,5
2009,cinematography,the white ribbon,the white ribbon,0,0,0,0,0,82.0,False,"['drama', 'mystery', 'crime']",82.0,1
2009,director,avatar,avatar,0,1,0,0,0,82.0,certified fresh,"['action', 'adventure', 'sci-fi', 'fantasy']",83.0,6
2009,director,the hurt locker,the hurt locker,1,0,1,0,1,97.0,certified fresh,"['action', 'drama', 'thriller', 'war']",95.0,6
2009,director,inglourious basterds,inglourious basterds,0,0,0,0,0,89.0,certified fresh,none,89.0,5
2009,director,up in the air,up in the air,0,0,0,0,0,91.0,certified fresh,"['drama', 'romance']",83.0,6
2009,score,avatar,avatar,0,0,0,0,0,82.0,certified fresh,"['action', 'adventure', 'sci-fi', 'fantasy']",83.0,6
2009,score,fantastic mr fox,fantastic mr fox,0,0,0,0,0,92.0,certified fresh,"['adventure', 'comedy', 'crime', 'animation', 'family']",83.0,1
2009,score,the hurt locker,the hurt locker,0,0,0,0,0,97.0,certified fresh,"['action', 'drama', 'thriller', 'war']",95.0,6
2009,score,sherlock holmes,sherlock holmes,0,0,0,0,0,69.0,fresh,"['action', 'adventure', 'mystery', 'thriller', 'crime']",57.0,4
2009,score,sherlock holmes,sherlock holmes,0,0,0,0,0,60.0,fresh,"['action', 'adventure', 'mystery', 'thriller', 'crime']",57.0,4
2009,score,up,up,1,1,0,0,0,98.0,certified fresh,"['adventure', 'drama', 'comedy', 'animation', 'family']",88.0,3
2009,picture,avatar,avatar,0,1,0,0,0,82.0,certified fresh,"['action', 'adventure', 'sci-fi', 'fantasy']",83.0,6
2009,picture,the blind side,the blind side,0,0,0,0,0,66.0,fresh,"['biography', 'drama', 'sport']",53.0,2
2009,picture,district 9,district 9,0,0,0,0,0,90.0,certified fresh,"['action', 'sci-fi', 'thriller']",81.0,3
2009,picture,an education,an education,0,0,0,0,0,94.0,certified fresh,['drama'],85.0,3
2009,picture,the hurt locker,the hurt locker,1,0,1,0,1,97.0,certified fresh,"['action', 'drama', 'thriller', 'war']",95.0,6
2009,picture,inglourious basterds,inglourious basterds,0,0,0,0,0,89.0,certified fresh,none,89.0,5
2009,picture,a serious man,a serious man,0,0,0,0,0,90.0,certified fresh,['drama'],79.0,2
2009,picture,up,up,0,0,0,0,0,98.0,certified fresh,"['adventure', 'drama', 'comedy', 'animation', 'family']",88.0,3
2009,picture,up in the air,up in the air,0,0,0,0,0,91.0,certified fresh,"['drama', 'romance']",83.0,6
2009,effects,avatar,avatar,1,0,0,0,0,82.0,certified fresh,"['action', 'adventure', 'sci-fi', 'fantasy']",83.0,6
2009,effects,district 9,district 9,0,0,0,0,0,90.0,certified fresh,"['action', 'sci-fi', 'thriller']",81.0,3
2009,effects,star trek,star trek,0,0,0,0,0,94.0,certified fresh,"['action', 'adventure', 'sci-fi']",82.0,1
2009,screenplay,district 9,district 9,0,0,0,0,0,90.0,certified fresh,"['action', 'sci-fi', 'thriller']",81.0,3
2009,screenplay,an education,an education,0,0,0,0,0,94.0,certified fresh,['drama'],85.0,3
2009,screenplay,in the loop,in the loop,0,0,0,0,0,94.0,certified fresh,['comedy'],83.0,1
2009,screenplay,up in the air,up in the air,0,1,1,0,1,91.0,certified fresh,"['drama', 'romance']",83.0,6
2009,screenplay,the hurt locker,the hurt locker,1,0,1,0,1,97.0,certified fresh,"['action', 'drama', 'thriller', 'war']",95.0,6
2009,screenplay,inglourious basterds,inglourious basterds,0,0,0,0,0,89.0,certified fresh,none,89.0,5
2009,screenplay,the messenger,the messenger,0,0,0,0,0,89.0,certified fresh,"['drama', 'romance', 'war']",77.0,2
2009,screenplay,a serious man,a serious man,0,0,0,0,0,90.0,certified fresh,['drama'],79.0,2
2009,screenplay,up,up,0,0,0,0,0,98.0,certified fresh,"['adventure', 'drama', 'comedy', 'animation', 'family']",88.0,3
2010,actor,biutiful,javier bardem,0,0,0,0,0,66.0,fresh,['drama'],58.0,1
2010,actor,true grit,jeff bridges,0,0,0,0,0,96.0,certified fresh,"['drama', 'western']",80.0,7
2010,actor,the social network,jesse eisenberg,0,0,0,0,0,96.0,certified fresh,"['biography', 'drama', 'history', 'comedy']",95.0,6
2010,actor,127 hours,james franco,0,0,0,0,0,93.0,certified fresh,"['adventure', 'biography', 'drama', 'thriller']",82.0,4
2010,supporting actor,the fighter,christian bale,1,1,0,1,0,91.0,certified fresh,"['drama', 'sport']",79.0,6
2010,supporting actor,the town,jeremy renner,0,0,0,0,0,93.0,certified fresh,"['drama', 'thriller', 'crime']",74.0,1
2010,supporting actor,the kids are all right,mark ruffalo,0,0,0,0,0,93.0,certified fresh,"['drama', 'comedy']",86.0,4
2010,actress,the kids are all right,annette bening,0,1,0,0,0,93.0,certified fresh,"['drama', 'comedy']",86.0,4
2010,actress,rabbit hole,nicole kidman,0,0,0,0,0,86.0,certified fresh,['drama'],76.0,1
2010,actress,black swan,natalie portman,1,1,0,1,1,85.0,certified fresh,"['drama', 'thriller']",79.0,4
2010,actress,blue valentine,michelle williams,0,0,0,0,0,87.0,certified fresh,"['drama', 'romance']",81.0,1
2010,supporting actress,the fighter,amy adams,0,0,0,0,0,91.0,certified fresh,"['drama', 'sport']",79.0,6
2010,supporting actress,the fighter,melissa leo,1,1,0,1,0,91.0,certified fresh,"['drama', 'sport']",79.0,6
2010,supporting actress,true grit,hailee steinfeld,0,0,0,0,0,96.0,certified fresh,"['drama', 'western']",80.0,7
2010,supporting actress,animal kingdom,jacki weaver,0,0,0,0,0,94.0,certified fresh,"['drama', 'crime']",83.0,1
2010,production design,alice in wonderland,alice in wonderland,1,0,0,0,0,51.0,rotten,"['adventure', 'fantasy', 'family']",53.0,2
2010,production design,inception,inception,0,0,0,0,0,87.0,certified fresh,"['action', 'sci-fi', 'drama', 'mystery', 'thriller']",74.0,6
2010,production design,true grit,true grit,0,0,0,0,0,96.0,certified fresh,"['drama', 'western']",80.0,7
2010,cinematography,black swan,black swan,0,0,0,0,0,85.0,certified fresh,"['drama', 'thriller']",79.0,4
2010,cinematography,inception,inception,1,0,0,0,0,87.0,certified fresh,"['action', 'sci-fi', 'drama', 'mystery', 'thriller']",74.0,6
2010,cinematography,the social network,the social network,0,0,0,0,0,96.0,certified fresh,"['biography', 'drama', 'history', 'comedy']",95.0,6
2010,cinematography,true grit,true grit,0,0,0,0,0,96.0,certified fresh,"['drama', 'western']",80.0,7
2010,director,black swan,black swan,0,0,0,0,0,85.0,certified fresh,"['drama', 'thriller']",79.0,4
2010,director,the fighter,the fighter,0,0,0,0,0,91.0,certified fresh,"['drama', 'sport']",79.0,6
2010,director,the social network,the social network,0,1,0,0,1,96.0,certified fresh,"['biography', 'drama', 'history', 'comedy']",95.0,6
2010,director,true grit,true grit,0,0,0,0,0,96.0,certified fresh,"['drama', 'western']",80.0,7
2010,score,how to train your dragon,how to train your dragon,0,0,0,0,0,99.0,certified fresh,"['adventure', 'drama', 'fantasy', 'comedy', 'animation', 'family']",74.0,1
2010,score,inception,inception,0,0,0,0,0,87.0,certified fresh,"['action', 'sci-fi', 'drama', 'mystery', 'thriller']",74.0,6
2010,score,127 hours,127 hours,0,0,0,0,0,93.0,certified fresh,"['adventure', 'biography', 'drama', 'thriller']",82.0,4
2010,score,the social network,the social network,1,1,0,0,0,96.0,certified fresh,"['biography', 'drama', 'history', 'comedy']",95.0,6
2010,picture,black swan,black swan,0,0,0,0,0,85.0,certified fresh,"['drama', 'thriller']",79.0,4
2010,picture,the fighter,the fighter,0,0,0,0,0,91.0,certified fresh,"['drama', 'sport']",79.0,6
2010,picture,inception,inception,0,0,0,0,0,87.0,certified fresh,"['action', 'sci-fi', 'drama', 'mystery', 'thriller']",74.0,6
2010,picture,the kids are all right,the kids are all right,0,1,0,0,0,93.0,certified fresh,"['drama', 'comedy']",86.0,4
2010,picture,127 hours,127 hours,0,0,0,0,0,93.0,certified fresh,"['adventure', 'biography', 'drama', 'thriller']",82.0,4
2010,picture,the social network,the social network,0,1,0,0,0,96.0,certified fresh,"['biography', 'drama', 'history', 'comedy']",95.0,6
2010,picture,toy story 3,toy story 3,0,0,0,0,0,98.0,certified fresh,"['adventure', 'fantasy', 'comedy', 'animation', 'family']",92.0,2
2010,picture,true grit,true grit,0,0,0,0,0,96.0,certified fresh,"['drama', 'western']",80.0,7
2010,effects,alice in wonderland,alice in wonderland,0,0,0,0,0,51.0,rotten,"['adventure', 'fantasy', 'family']",53.0,2
2010,effects,hereafter,hereafter,0,0,0,0,0,47.0,rotten,"['drama', 'thriller', 'fantasy']",56.0,1
2010,effects,inception,inception,1,0,0,0,0,87.0,certified fresh,"['action', 'sci-fi', 'drama', 'mystery', 'thriller']",74.0,6
2010,effects,iron man 2,iron man 2,0,0,0,0,0,57.0,False,"['action', 'adventure', 'sci-fi', 'thriller']",57.0,1
2010,screenplay,127 hours,127 hours,0,0,0,0,0,93.0,certified fresh,"['adventure', 'biography', 'drama', 'thriller']",82.0,4
2010,screenplay,the social network,the social network,1,1,1,0,1,96.0,certified fresh,"['biography', 'drama', 'history', 'comedy']",95.0,6
2010,screenplay,toy story 3,toy story 3,0,0,0,0,0,98.0,certified fresh,"['adventure', 'fantasy', 'comedy', 'animation', 'family']",92.0,2
2010,screenplay,true grit,true grit,0,0,0,0,0,96.0,certified fresh,"['drama', 'western']",80.0,7
2010,screenplay,another year,another year,0,0,0,0,0,92.0,certified fresh,"['drama', 'comedy']",80.0,1
2010,screenplay,the fighter,the fighter,0,0,0,0,0,91.0,certified fresh,"['drama', 'sport']",79.0,6
2010,screenplay,inception,inception,0,0,1,0,0,87.0,certified fresh,"['action', 'sci-fi', 'drama', 'mystery', 'thriller']",74.0,6
2010,screenplay,the kids are all right,the kids are all right,0,0,0,0,0,93.0,certified fresh,"['drama', 'comedy']",86.0,4
2011,actor,a better life,demián bichir,0,0,0,0,0,85.0,certified fresh,['drama'],64.0,1
2011,actor,the descendants,george clooney,0,1,0,0,0,89.0,certified fresh,"['drama', 'comedy']",84.0,4
2011,actor,the artist,jean dujardin,1,1,0,1,1,95.0,certified fresh,['romance'],89.0,8
2011,actor,tinker tailor soldier spy,gary oldman,0,0,0,0,0,83.0,certified fresh,['thriller'],85.0,3
2011,actor,moneyball,brad pitt,0,0,0,0,0,94.0,certified fresh,['drama'],87.0,4
2011,supporting actor,my week with marilyn,kenneth branagh,0,0,0,0,0,83.0,certified fresh,['drama'],65.0,2
2011,supporting actor,moneyball,jonah hill,0,0,0,0,0,94.0,certified fresh,['drama'],87.0,4
2011,supporting actor,warrior,nick nolte,0,0,0,0,0,83.0,certified fresh,"['action', 'drama']",71.0,1
2011,supporting actor,beginners,christopher plummer,1,1,0,1,1,85.0,certified fresh,['drama'],81.0,1
2011,actress,albert nobbs,glenn close,0,0,0,0,0,56.0,rotten,['drama'],57.0,4
2011,actress,albert nobbs,glenn close,0,0,0,0,0,56.0,rotten,['drama'],57.0,4
2011,actress,the help,viola davis,0,0,0,1,0,76.0,certified fresh,['drama'],62.0,4
2011,actress,the girl with the dragon tattoo,rooney mara,0,0,0,0,0,86.0,certified fresh,"['drama', 'thriller']",71.0,2
2011,actress,the iron lady,meryl streep,1,1,0,0,1,51.0,rotten,"['biography', 'drama']",54.0,2
2011,actress,the iron lady,meryl streep,1,1,0,0,1,51.0,rotten,"['biography', 'drama']",54.0,2
2011,actress,my week with marilyn,michelle williams,0,1,0,0,0,83.0,certified fresh,['drama'],65.0,2
2011,supporting actress,the artist,bérénice bejo,0,0,0,0,0,95.0,certified fresh,['romance'],89.0,8
2011,supporting actress,the help,jessica chastain,0,0,0,0,0,76.0,certified fresh,['drama'],62.0,4
2011,supporting actress,bridesmaids,melissa mccarthy,0,0,0,0,0,90.0,certified fresh,['comedy'],75.0,2
2011,supporting actress,albert nobbs,janet mcteer,0,0,0,0,0,56.0,rotten,['drama'],57.0,4
2011,supporting actress,albert nobbs,janet mcteer,0,0,0,0,0,56.0,rotten,['drama'],57.0,4
2011,supporting actress,the help,octavia spencer,1,1,0,1,1,76.0,certified fresh,['drama'],62.0,4
2011,production design,the artist,the artist,0,0,0,0,0,95.0,certified fresh,['romance'],89.0,8
2011,production design,hugo,hugo,1,0,0,0,0,93.0,certified fresh,"['mystery', 'family']",83.0,7
2011,production design,midnight in paris,midnight in paris,0,0,0,0,0,93.0,certified fresh,"['comedy', 'romance']",81.0,4
2011,production design,war horse,war horse,0,0,0,0,0,75.0,certified fresh,['war'],72.0,4
2011,cinematography,the artist,the artist,0,0,0,0,0,95.0,certified fresh,['romance'],89.0,8
2011,cinematography,the girl with the dragon tattoo,the girl with the dragon tattoo,0,0,0,0,0,86.0,certified fresh,"['drama', 'thriller']",71.0,2
2011,cinematography,hugo,hugo,1,0,0,0,0,93.0,certified fresh,"['mystery', 'family']",83.0,7
2011,cinematography,the tree of life,the tree of life,0,0,0,0,0,84.0,certified fresh,"['drama', 'fantasy']",85.0,3
2011,cinematography,war horse,war horse,0,0,0,0,0,75.0,certified fresh,['war'],72.0,4
2011,director,the artist,the artist,1,0,1,0,1,95.0,certified fresh,['romance'],89.0,8
2011,director,the descendants,the descendants,0,0,0,0,0,89.0,certified fresh,"['drama', 'comedy']",84.0,4
2011,director,hugo,hugo,0,1,0,0,0,93.0,certified fresh,"['mystery', 'family']",83.0,7
2011,director,midnight in paris,midnight in paris,0,0,0,0,0,93.0,certified fresh,"['comedy', 'romance']",81.0,4
2011,director,the tree of life,the tree of life,0,0,0,0,0,84.0,certified fresh,"['drama', 'fantasy']",85.0,3
2011,score,the adventures of tintin,the adventures of tintin,0,0,0,0,0,73.0,certified fresh,"['adventure', 'mystery', 'animation', 'family']",68.0,1
2011,score,the artist,the artist,1,1,0,0,0,95.0,certified fresh,['romance'],89.0,8
2011,score,hugo,hugo,0,0,0,0,0,93.0,certified fresh,"['mystery', 'family']",83.0,7
2011,score,tinker tailor soldier spy,tinker tailor soldier spy,0,0,0,0,0,83.0,certified fresh,['thriller'],85.0,3
2011,score,war horse,war horse,0,0,0,0,0,75.0,certified fresh,['war'],72.0,4
2011,picture,the artist,the artist,1,1,1,0,1,95.0,certified fresh,['romance'],89.0,8
2011,picture,the descendants,the descendants,0,1,0,0,0,89.0,certified fresh,"['drama', 'comedy']",84.0,4
2011,picture,the help,the help,0,0,0,0,0,76.0,certified fresh,['drama'],62.0,4
2011,picture,hugo,hugo,0,0,0,0,0,93.0,certified fresh,"['mystery', 'family']",83.0,7
2011,picture,midnight in paris,midnight in paris,0,0,0,0,0,93.0,certified fresh,"['comedy', 'romance']",81.0,4
2011,picture,moneyball,moneyball,0,0,0,0,0,94.0,certified fresh,['drama'],87.0,4
2011,picture,the tree of life,the tree of life,0,0,0,0,0,84.0,certified fresh,"['drama', 'fantasy']",85.0,3
2011,picture,war horse,war horse,0,0,0,0,0,75.0,certified fresh,['war'],72.0,4
2011,effects,hugo,hugo,1,0,0,0,0,93.0,certified fresh,"['mystery', 'family']",83.0,7
2011,effects,real steel,real steel,0,0,0,0,0,60.0,fresh,"['action', 'sci-fi', 'drama']",56.0,1
2011,effects,rise of the planet of the apes,rise of the planet of the apes,0,0,0,0,0,82.0,certified fresh,"['action', 'adventure', 'sci-fi']",68.0,1
2011,screenplay,the descendants,the descendants,1,0,1,0,0,89.0,certified fresh,"['drama', 'comedy']",84.0,4
2011,screenplay,hugo,hugo,0,0,0,0,0,93.0,certified fresh,"['mystery', 'family']",83.0,7
2011,screenplay,the ides of march,the ides of march,0,0,0,0,0,84.0,certified fresh,['drama'],67.0,1
2011,screenplay,moneyball,moneyball,0,0,0,0,0,94.0,certified fresh,['drama'],87.0,4
2011,screenplay,tinker tailor soldier spy,tinker tailor soldier spy,0,0,0,0,1,83.0,certified fresh,['thriller'],85.0,3
2011,screenplay,the artist,the artist,0,0,0,0,1,95.0,certified fresh,['romance'],89.0,8
2011,screenplay,bridesmaids,bridesmaids,0,0,0,0,0,90.0,certified fresh,['comedy'],75.0,2
2011,screenplay,margin call,margin call,0,0,0,0,0,87.0,certified fresh,['thriller'],76.0,1
2011,screenplay,midnight in paris,midnight in paris,1,1,1,0,0,93.0,certified fresh,"['comedy', 'romance']",81.0,4
2011,screenplay,a separation,a separation,0,0,0,0,0,99.0,certified fresh,['drama'],95.0,1
2012,actor,silver linings playbook,bradley cooper,0,0,0,0,0,92.0,certified fresh,"['drama', 'comedy', 'romance']",81.0,7
2012,actor,lincoln,daniel day-lewis,1,1,0,1,1,89.0,certified fresh,"['biography', 'drama', 'history', 'war']",86.0,9
2012,actor,the master,joaquin phoenix,0,0,0,0,0,85.0,certified fresh,['drama'],86.0,3
2012,actor,flight,denzel washington,0,0,0,0,0,77.0,certified fresh,['drama'],76.0,2
2012,supporting actor,argo,alan arkin,0,0,0,0,0,96.0,certified fresh,['drama'],86.0,4
2012,supporting actor,silver linings playbook,robert de niro,0,0,0,0,0,92.0,certified fresh,"['drama', 'comedy', 'romance']",81.0,7
2012,supporting actor,the master,philip seymour hoffman,0,0,0,0,0,85.0,certified fresh,['drama'],86.0,3
2012,supporting actor,lincoln,tommy lee jones,0,0,0,1,0,89.0,certified fresh,"['biography', 'drama', 'history', 'war']",86.0,9
2012,supporting actor,django unchained,christoph waltz,1,1,0,0,1,86.0,certified fresh,"['action', 'adventure', 'drama', 'crime', 'western']",81.0,4
2012,actress,zero dark thirty,jessica chastain,0,1,0,0,0,91.0,certified fresh,"['action', 'drama', 'history', 'thriller']",95.0,6
2012,actress,zero dark thirty,jessica chastain,0,1,0,0,0,91.0,certified fresh,"['action', 'drama', 'history', 'thriller']",95.0,6
2012,actress,silver linings playbook,jennifer lawrence,1,1,0,1,0,92.0,certified fresh,"['drama', 'comedy', 'romance']",81.0,7
2012,actress,amour,emmanuelle riva,0,0,0,0,1,93.0,certified fresh,"['drama', 'romance']",94.0,4
2012,actress,beasts of the southern wild,quvenzhané wallis,0,0,0,0,0,87.0,certified fresh,"['drama', 'fantasy']",86.0,4
2012,actress,the impossible,naomi watts,0,0,0,0,0,81.0,certified fresh,"['action', 'drama', 'history', 'thriller']",73.0,1
2012,supporting actress,the master,amy adams,0,0,0,0,0,85.0,certified fresh,['drama'],86.0,3
2012,supporting actress,lincoln,sally field,0,0,0,0,0,89.0,certified fresh,"['biography', 'drama', 'history', 'war']",86.0,9
2012,supporting actress,the sessions,helen hunt,0,0,0,0,0,91.0,certified fresh,['drama'],79.0,1
2012,supporting actress,silver linings playbook,jacki weaver,0,0,0,0,0,92.0,certified fresh,"['drama', 'comedy', 'romance']",81.0,7
2012,cinematography,anna karenina,anna karenina,0,0,0,0,0,62.0,fresh,['drama'],63.0,3
2012,cinematography,django unchained,django unchained,0,0,0,0,0,86.0,certified fresh,"['action', 'adventure', 'drama', 'crime', 'western']",81.0,4
2012,cinematography,life of pi,life of pi,1,0,0,0,0,87.0,certified fresh,"['adventure', 'drama']",79.0,7
2012,cinematography,lincoln,lincoln,0,0,0,0,0,89.0,certified fresh,"['biography', 'drama', 'history', 'war']",86.0,9
2012,cinematography,skyfall,skyfall,0,0,0,0,0,92.0,certified fresh,"['action', 'adventure', 'thriller', 'crime']",81.0,2
2012,director,amour,amour,0,0,0,0,0,93.0,certified fresh,"['drama', 'romance']",94.0,4
2012,director,beasts of the southern wild,beasts of the southern wild,0,0,0,0,0,87.0,certified fresh,"['drama', 'fantasy']",86.0,4
2012,director,life of pi,life of pi,1,0,0,0,0,87.0,certified fresh,"['adventure', 'drama']",79.0,7
2012,director,lincoln,lincoln,0,0,0,0,0,89.0,certified fresh,"['biography', 'drama', 'history', 'war']",86.0,9
2012,director,silver linings playbook,silver linings playbook,0,0,0,0,0,92.0,certified fresh,"['drama', 'comedy', 'romance']",81.0,7
2012,score,anna karenina,anna karenina,0,0,0,0,0,62.0,fresh,['drama'],63.0,3
2012,score,argo,argo,0,0,0,0,0,96.0,certified fresh,['drama'],86.0,4
2012,score,life of pi,life of pi,1,1,0,0,0,87.0,certified fresh,"['adventure', 'drama']",79.0,7
2012,score,lincoln,lincoln,0,0,0,0,0,89.0,certified fresh,"['biography', 'drama', 'history', 'war']",86.0,9
2012,score,skyfall,skyfall,0,0,0,0,0,92.0,certified fresh,"['action', 'adventure', 'thriller', 'crime']",81.0,2
2012,picture,amour,amour,0,0,0,0,0,93.0,certified fresh,"['drama', 'romance']",94.0,4
2012,picture,argo,argo,1,1,1,0,1,96.0,certified fresh,['drama'],86.0,4
2012,picture,beasts of the southern wild,beasts of the southern wild,0,0,0,0,0,87.0,certified fresh,"['drama', 'fantasy']",86.0,4
2012,picture,django unchained,django unchained,0,0,0,0,0,86.0,certified fresh,"['action', 'adventure', 'drama', 'crime', 'western']",81.0,4
2012,picture,life of pi,life of pi,0,0,0,0,0,87.0,certified fresh,"['adventure', 'drama']",79.0,7
2012,picture,lincoln,lincoln,0,0,0,0,0,89.0,certified fresh,"['biography', 'drama', 'history', 'war']",86.0,9
2012,picture,silver linings playbook,silver linings playbook,0,0,0,0,0,92.0,certified fresh,"['drama', 'comedy', 'romance']",81.0,7
2012,picture,zero dark thirty,zero dark thirty,0,0,0,0,0,91.0,certified fresh,"['action', 'drama', 'history', 'thriller']",95.0,6
2012,picture,zero dark thirty,zero dark thirty,0,0,0,0,0,91.0,certified fresh,"['action', 'drama', 'history', 'thriller']",95.0,6
2012,production design,anna karenina,anna karenina,0,0,0,0,0,62.0,fresh,['drama'],63.0,3
2012,production design,life of pi,life of pi,0,0,0,0,0,87.0,certified fresh,"['adventure', 'drama']",79.0,7
2012,production design,lincoln,lincoln,1,0,0,0,0,89.0,certified fresh,"['biography', 'drama', 'history', 'war']",86.0,9
2012,effects,life of pi,life of pi,1,0,0,0,0,87.0,certified fresh,"['adventure', 'drama']",79.0,7
2012,effects,prometheus,prometheus,0,0,0,0,0,73.0,certified fresh,"['action', 'adventure', 'sci-fi', 'drama', 'thriller', 'horror']",64.0,1
2012,effects,snow white and the huntsman,snow white and the huntsman,0,0,0,0,0,49.0,rotten,"['action', 'adventure', 'drama', 'fantasy']",57.0,1
2012,screenplay,argo,argo,1,0,1,0,0,96.0,certified fresh,['drama'],86.0,4
2012,screenplay,beasts of the southern wild,beasts of the southern wild,0,0,0,0,0,87.0,certified fresh,"['drama', 'fantasy']",86.0,4
2012,screenplay,life of pi,life of pi,0,0,0,0,0,87.0,certified fresh,"['adventure', 'drama']",79.0,7
2012,screenplay,lincoln,lincoln,0,0,0,0,0,89.0,certified fresh,"['biography', 'drama', 'history', 'war']",86.0,9
2012,screenplay,silver linings playbook,silver linings playbook,0,0,0,0,1,92.0,certified fresh,"['drama', 'comedy', 'romance']",81.0,7
2012,screenplay,amour,amour,0,0,0,0,0,93.0,certified fresh,"['drama', 'romance']",94.0,4
2012,screenplay,django unchained,django unchained,1,1,0,0,1,86.0,certified fresh,"['action', 'adventure', 'drama', 'crime', 'western']",81.0,4
2012,screenplay,flight,flight,0,0,0,0,0,77.0,certified fresh,['drama'],76.0,2
2012,screenplay,moonrise kingdom,moonrise kingdom,0,0,0,0,0,93.0,certified fresh,"['drama', 'comedy', 'romance']",84.0,1
2012,screenplay,zero dark thirty,zero dark thirty,0,0,1,0,0,91.0,certified fresh,"['action', 'drama', 'history', 'thriller']",95.0,6
2012,screenplay,zero dark thirty,zero dark thirty,0,0,1,0,0,91.0,certified fresh,"['action', 'drama', 'history', 'thriller']",95.0,6
2013,actor,american hustle,christian bale,0,0,0,0,0,92.0,certified fresh,"['drama', 'history', 'thriller', 'crime']",90.0,8
2013,actor,nebraska,bruce dern,0,0,0,0,0,91.0,certified fresh,"['adventure', 'drama']",86.0,6
2013,actor,the wolf of wall street,leonardo dicaprio,0,1,0,0,0,79.0,certified fresh,"['biography', 'drama', 'comedy', 'crime']",75.0,5
2013,actor,12 years a slave,chiwetel ejiofor,0,0,0,0,1,95.0,certified fresh,"['biography', 'drama', 'history']",96.0,7
2013,actor,dallas buyers club,matthew mcconaughey,1,1,0,1,0,93.0,certified fresh,"['biography', 'drama', 'history']",84.0,4
2013,supporting actor,captain phillips,barkhad abdi,0,0,0,0,1,93.0,certified fresh,"['action', 'adventure', 'biography', 'drama', 'thriller', 'crime']",83.0,3
2013,supporting actor,american hustle,bradley cooper,0,0,0,0,0,92.0,certified fresh,"['drama', 'history', 'thriller', 'crime']",90.0,8
