year_film,category,movie_title,nominee,oscwin,ggwin,guildwin,sagwin,bawin,tomatometer_rating,tomatometer_status,genre,metascore,numnom
1965,production design,doctor zhivago,doctor zhivago,1,0,0,0,0,83.0,certified fresh,"['drama', 'romance', 'war']",69.0,8
1965,production design,the sound of music,the sound of music,0,0,0,0,0,84.0,certified fresh,"['biography', 'drama', 'romance', 'family', 'musical']",63.0,8
1965,cinematography,doctor zhivago,doctor zhivago,1,0,0,0,0,83.0,certified fresh,"['drama', 'romance', 'war']",69.0,8
1965,cinematography,the sound of music,the sound of music,0,0,0,0,0,84.0,certified fresh,"['biography', 'drama', 'romance', 'family', 'musical']",63.0,8
1965,cinematography,doctor zhivago,doctor zhivago,1,0,0,0,0,83.0,certified fresh,"['drama', 'romance', 'war']",69.0,8
1965,cinematography,the sound of music,the sound of music,0,0,0,0,0,84.0,certified fresh,"['biography', 'drama', 'romance', 'family', 'musical']",63.0,8
1965,director,doctor zhivago,doctor zhivago,0,1,0,0,0,83.0,certified fresh,"['drama', 'romance', 'war']",69.0,8
1965,director,the sound of music,the sound of music,1,0,1,0,0,84.0,certified fresh,"['biography', 'drama', 'romance', 'family', 'musical']",63.0,8
1965,score,doctor zhivago,doctor zhivago,1,1,0,0,0,83.0,certified fresh,"['drama', 'romance', 'war']",69.0,8
1965,score,the sound of music,the sound of music,1,0,0,0,0,84.0,certified fresh,"['biography', 'drama', 'romance', 'family', 'musical']",63.0,8
1965,picture,doctor zhivago,doctor zhivago,0,1,0,0,0,83.0,certified fresh,"['drama', 'romance', 'war']",69.0,8
1965,picture,the sound of music,the sound of music,1,1,0,0,0,84.0,certified fresh,"['biography', 'drama', 'romance', 'family', 'musical']",63.0,8
1965,effects,thunderball,thunderball,1,0,0,0,0,88.0,certified fresh,"['action', 'adventure', 'thriller']",64.0,1
1965,screenplay,doctor zhivago,doctor zhivago,1,1,0,0,0,83.0,certified fresh,"['drama', 'romance', 'war']",69.0,8
1966,actor,a man for all seasons,paul scofield,1,1,0,0,0,82.0,fresh,none,82.0,8
1966,supporting actor,a man for all seasons,robert shaw,0,0,0,0,0,82.0,fresh,none,82.0,8
1966,supporting actress,a man for all seasons,wendy hiller,0,0,0,0,0,82.0,fresh,none,82.0,8
1966,production design,fantastic voyage,fantastic voyage,1,0,0,0,0,94.0,fresh,none,94.0,3
1966,cinematography,seconds,seconds,0,0,0,0,0,91.0,fresh,none,91.0,1
1966,cinematography,fantastic voyage,fantastic voyage,0,0,0,0,0,94.0,fresh,none,94.0,3
1966,cinematography,a man for all seasons,a man for all seasons,1,0,0,0,0,82.0,fresh,none,82.0,8
1966,cinematography,a man for all seasons,a man for all seasons,1,0,0,0,0,82.0,fresh,none,82.0,8
1966,director,blow-up,blow-up,0,0,0,0,0,87.0,certified fresh,none,87.0,2
1966,director,a man for all seasons,a man for all seasons,1,1,1,0,0,82.0,fresh,none,82.0,8
1966,picture,a man for all seasons,a man for all seasons,1,1,0,0,0,82.0,fresh,none,82.0,8
1966,effects,fantastic voyage,fantastic voyage,1,0,0,0,0,94.0,fresh,none,94.0,3
1966,screenplay,a man for all seasons,a man for all seasons,1,1,0,0,0,82.0,fresh,none,82.0,8
1966,screenplay,blow-up,blow-up,0,0,0,0,0,87.0,certified fresh,none,87.0,2
1967,actor,bonnie and clyde,warren beatty,0,0,0,0,0,88.0,certified fresh,"['biography', 'drama', 'thriller', 'romance', 'crime']",86.0,9
1967,actor,the graduate,dustin hoffman,0,0,0,0,0,88.0,certified fresh,"['drama', 'comedy', 'romance']",83.0,8
1967,actor,the graduate,dustin hoffman,0,1,0,0,0,88.0,certified fresh,"['drama', 'comedy', 'romance']",83.0,8
1967,actor,cool hand luke,paul newman,0,0,0,0,0,100.0,certified fresh,"['drama', 'crime']",91.0,4
1967,actor,in the heat of the night,rod steiger,1,1,0,0,1,96.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",75.0,4
1967,supporting actor,the dirty dozen,john cassavetes,0,0,0,0,0,88.0,fresh,"['action', 'adventure', 'war']",73.0,1
1967,supporting actor,bonnie and clyde,gene hackman,0,0,0,0,0,88.0,certified fresh,"['biography', 'drama', 'thriller', 'romance', 'crime']",86.0,9
1967,supporting actor,cool hand luke,george kennedy,1,0,0,0,0,100.0,certified fresh,"['drama', 'crime']",91.0,4
1967,supporting actor,bonnie and clyde,michael j pollard,0,0,0,0,0,88.0,certified fresh,"['biography', 'drama', 'thriller', 'romance', 'crime']",86.0,9
1967,actress,the graduate,anne bancroft,0,1,0,0,0,88.0,certified fresh,"['drama', 'comedy', 'romance']",83.0,8
1967,actress,bonnie and clyde,faye dunaway,0,0,0,0,0,88.0,certified fresh,"['biography', 'drama', 'thriller', 'romance', 'crime']",86.0,9
1967,supporting actress,barefoot in the park,mildred natwick,0,0,0,0,0,83.0,fresh,none,83.0,1
1967,supporting actress,bonnie and clyde,estelle parsons,1,0,0,0,0,88.0,certified fresh,"['biography', 'drama', 'thriller', 'romance', 'crime']",86.0,9
1967,supporting actress,the graduate,katharine ross,0,0,0,0,0,88.0,certified fresh,"['drama', 'comedy', 'romance']",83.0,8
1967,production design,the taming of the shrew,the taming of the shrew,0,0,0,0,0,86.0,fresh,none,86.0,1
1967,cinematography,bonnie and clyde,bonnie and clyde,1,0,0,0,0,88.0,certified fresh,"['biography', 'drama', 'thriller', 'romance', 'crime']",86.0,9
1967,cinematography,the graduate,the graduate,0,0,0,0,0,88.0,certified fresh,"['drama', 'comedy', 'romance']",83.0,8
1967,cinematography,in cold blood,in cold blood,0,0,0,0,0,84.0,fresh,none,84.0,4
1967,director,bonnie and clyde,bonnie and clyde,0,0,0,0,0,88.0,certified fresh,"['biography', 'drama', 'thriller', 'romance', 'crime']",86.0,9
1967,director,the graduate,the graduate,1,1,1,0,0,88.0,certified fresh,"['drama', 'comedy', 'romance']",83.0,8
1967,director,in cold blood,in cold blood,0,0,0,0,0,84.0,fresh,none,84.0,4
1967,director,in the heat of the night,in the heat of the night,0,0,0,0,0,96.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",75.0,4
1967,score,cool hand luke,cool hand luke,0,0,0,0,0,100.0,certified fresh,"['drama', 'crime']",91.0,4
1967,score,in cold blood,in cold blood,0,0,0,0,0,84.0,fresh,none,84.0,4
1967,score,valley of the dolls,valley of the dolls,0,0,0,0,0,35.0,rotten,none,35.0,1
1967,picture,bonnie and clyde,bonnie and clyde,0,0,0,0,0,88.0,certified fresh,"['biography', 'drama', 'thriller', 'romance', 'crime']",86.0,9
1967,picture,the graduate,the graduate,0,1,0,0,0,88.0,certified fresh,"['drama', 'comedy', 'romance']",83.0,8
1967,picture,in the heat of the night,in the heat of the night,1,1,0,0,0,96.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",75.0,4
1967,screenplay,cool hand luke,cool hand luke,0,0,0,0,0,100.0,certified fresh,"['drama', 'crime']",91.0,4
1967,screenplay,the graduate,the graduate,0,0,0,0,0,88.0,certified fresh,"['drama', 'comedy', 'romance']",83.0,8
1967,screenplay,in cold blood,in cold blood,0,0,0,0,0,84.0,fresh,none,84.0,4
1967,screenplay,in the heat of the night,in the heat of the night,1,1,0,0,0,96.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",75.0,4
1967,screenplay,bonnie and clyde,bonnie and clyde,0,0,0,0,0,88.0,certified fresh,"['biography', 'drama', 'thriller', 'romance', 'crime']",86.0,9
1968,actor,the lion in winter,peter otoole,0,0,0,0,0,92.0,fresh,none,92.0,6
1968,supporting actor,faces,seymour cassel,0,0,0,0,0,87.0,fresh,none,87.0,3
1968,supporting actor,the producers,gene wilder,0,0,0,0,0,90.0,certified fresh,none,90.0,2
1968,actress,the lion in winter,katharine hepburn,1,0,0,0,0,92.0,fresh,none,92.0,6
1968,actress,funny girl,barbra streisand,1,1,0,0,0,93.0,certified fresh,none,93.0,5
1968,supporting actress,faces,lynn carlin,0,0,0,0,0,87.0,fresh,none,87.0,3
1968,supporting actress,funny girl,kay medford,0,0,0,0,0,93.0,certified fresh,none,93.0,5
1968,cinematography,funny girl,funny girl,0,0,0,0,0,93.0,certified fresh,none,93.0,5
1968,cinematography,romeo and juliet,romeo and juliet,1,0,0,0,0,94.0,fresh,none,94.0,3
1968,director,the lion in winter,the lion in winter,0,0,1,0,0,92.0,fresh,none,92.0,6
1968,director,romeo and juliet,romeo and juliet,0,0,0,0,0,94.0,fresh,none,94.0,3
1968,score,the lion in winter,the lion in winter,1,0,0,0,0,92.0,fresh,none,92.0,6
1968,score,planet of the apes,planet of the apes,0,0,0,0,0,88.0,certified fresh,"['adventure', 'sci-fi']",79.0,1
1968,score,the thomas crown affair,the thomas crown affair,0,0,0,0,0,78.0,fresh,none,78.0,1
1968,score,funny girl,funny girl,0,0,0,0,0,93.0,certified fresh,none,93.0,5
1968,picture,funny girl,funny girl,0,0,0,0,0,93.0,certified fresh,none,93.0,5
1968,picture,the lion in winter,the lion in winter,0,1,0,0,0,92.0,fresh,none,92.0,6
1968,picture,romeo and juliet,romeo and juliet,0,0,0,0,0,94.0,fresh,none,94.0,3
1968,screenplay,the lion in winter,the lion in winter,1,0,0,0,0,92.0,fresh,none,92.0,6
1968,screenplay,faces,faces,0,0,0,0,0,87.0,fresh,none,87.0,3
1968,screenplay,the producers,the producers,1,0,0,0,0,90.0,certified fresh,none,90.0,2
1969,actor,midnight cowboy,dustin hoffman,0,0,0,0,0,91.0,certified fresh,['drama'],79.0,7
1969,actor,midnight cowboy,jon voight,0,0,0,0,0,91.0,certified fresh,['drama'],79.0,7
1969,actor,midnight cowboy,jon voight,0,1,0,0,0,91.0,certified fresh,['drama'],79.0,7
1969,actor,true grit,john wayne,1,1,0,0,0,88.0,certified fresh,none,88.0,1
1969,supporting actor,easy rider,jack nicholson,0,0,0,0,0,88.0,certified fresh,"['drama', 'crime']",86.0,2
1969,supporting actress,midnight cowboy,sylvia miles,0,0,0,0,0,91.0,certified fresh,['drama'],79.0,7
1969,cinematography,butch cassidy and the sundance kid,butch cassidy and the sundance kid,1,0,0,0,0,90.0,certified fresh,"['adventure', 'drama', 'crime', 'western']",66.0,5
1969,director,butch cassidy and the sundance kid,butch cassidy and the sundance kid,0,0,0,0,0,90.0,certified fresh,"['adventure', 'drama', 'crime', 'western']",66.0,5
1969,director,midnight cowboy,midnight cowboy,1,0,1,0,1,91.0,certified fresh,['drama'],79.0,7
1969,director,z,z,0,0,0,0,0,93.0,certified fresh,none,93.0,3
1969,score,butch cassidy and the sundance kid,butch cassidy and the sundance kid,1,1,0,0,0,90.0,certified fresh,"['adventure', 'drama', 'crime', 'western']",66.0,5
1969,score,the wild bunch,the wild bunch,0,0,0,0,0,93.0,certified fresh,"['action', 'adventure', 'western']",95.0,2
1969,picture,butch cassidy and the sundance kid,butch cassidy and the sundance kid,0,0,0,0,0,90.0,certified fresh,"['adventure', 'drama', 'crime', 'western']",66.0,5
1969,picture,midnight cowboy,midnight cowboy,1,0,0,0,1,91.0,certified fresh,['drama'],79.0,7
1969,picture,z,z,0,0,0,0,0,93.0,certified fresh,none,93.0,3
1969,screenplay,midnight cowboy,midnight cowboy,1,0,1,0,0,91.0,certified fresh,['drama'],79.0,7
1969,screenplay,z,z,0,0,0,0,0,93.0,certified fresh,none,93.0,3
1969,screenplay,butch cassidy and the sundance kid,butch cassidy and the sundance kid,1,0,1,0,0,90.0,certified fresh,"['adventure', 'drama', 'crime', 'western']",66.0,5
1969,screenplay,easy rider,easy rider,0,0,0,0,0,88.0,certified fresh,"['drama', 'crime']",86.0,2
1969,screenplay,the wild bunch,the wild bunch,0,0,0,0,0,93.0,certified fresh,"['action', 'adventure', 'western']",95.0,2
1970,actor,five easy pieces,jack nicholson,0,0,0,0,0,88.0,certified fresh,none,88.0,4
1970,actor,patton,george c scott,1,1,0,0,0,96.0,certified fresh,"['biography', 'drama', 'war']",91.0,8
1970,supporting actor,little big man,chief dan george,0,0,0,0,0,63.0,False,"['adventure', 'drama', 'history', 'war', 'western']",63.0,1
1970,supporting actress,five easy pieces,karen black,0,1,0,0,0,88.0,certified fresh,none,88.0,4
1970,supporting actress,mash,sally kellerman,0,0,0,0,0,80.0,False,"['drama', 'comedy', 'war']",80.0,4
1970,production design,patton,patton,1,0,0,0,0,96.0,certified fresh,"['biography', 'drama', 'war']",91.0,8
1970,cinematography,patton,patton,0,0,0,0,0,96.0,certified fresh,"['biography', 'drama', 'war']",91.0,8
1970,director,mash,mash,0,0,0,0,0,80.0,False,"['drama', 'comedy', 'war']",80.0,4
1970,director,patton,patton,1,0,1,0,0,96.0,certified fresh,"['biography', 'drama', 'war']",91.0,8
1970,score,patton,patton,0,0,0,0,0,96.0,certified fresh,"['biography', 'drama', 'war']",91.0,8
1970,picture,five easy pieces,five easy pieces,0,0,0,0,0,88.0,certified fresh,none,88.0,4
1970,picture,mash,mash,0,0,0,0,0,80.0,False,"['drama', 'comedy', 'war']",80.0,4
1970,picture,patton,patton,1,0,0,0,0,96.0,certified fresh,"['biography', 'drama', 'war']",91.0,8
1970,effects,patton,patton,0,0,0,0,0,96.0,certified fresh,"['biography', 'drama', 'war']",91.0,8
1970,screenplay,mash,mash,1,0,0,0,0,80.0,False,"['drama', 'comedy', 'war']",80.0,4
1970,screenplay,five easy pieces,five easy pieces,0,0,0,0,0,88.0,certified fresh,none,88.0,4
1970,screenplay,patton,patton,1,0,1,0,0,96.0,certified fresh,"['biography', 'drama', 'war']",91.0,8
1971,actor,the french connection,gene hackman,1,1,0,0,0,98.0,certified fresh,none,98.0,6
1971,actor,fiddler on the roof,topol,0,0,0,0,0,83.0,certified fresh,"['drama', 'romance', 'family', 'musical']",67.0,7
1971,supporting actor,the last picture show,jeff bridges,0,0,0,0,0,100.0,certified fresh,none,100.0,8
1971,supporting actor,fiddler on the roof,leonard frey,0,0,0,0,0,83.0,certified fresh,"['drama', 'romance', 'family', 'musical']",67.0,7
1971,supporting actor,the last picture show,ben johnson,1,1,0,0,0,100.0,certified fresh,none,100.0,8
1971,supporting actor,the french connection,roy scheider,0,0,0,0,0,98.0,certified fresh,none,98.0,6
1971,supporting actress,the last picture show,ellen burstyn,0,0,0,0,0,100.0,certified fresh,none,100.0,8
1971,supporting actress,the last picture show,cloris leachman,1,0,0,0,0,100.0,certified fresh,none,100.0,8
1971,production design,the andromeda strain,the andromeda strain,0,0,0,0,0,60.0,False,"['sci-fi', 'thriller']",60.0,1
1971,production design,fiddler on the roof,fiddler on the roof,0,0,0,0,0,83.0,certified fresh,"['drama', 'romance', 'family', 'musical']",67.0,7
1971,cinematography,fiddler on the roof,fiddler on the roof,1,0,0,0,0,83.0,certified fresh,"['drama', 'romance', 'family', 'musical']",67.0,7
1971,cinematography,the french connection,the french connection,0,0,0,0,0,98.0,certified fresh,none,98.0,6
1971,cinematography,the last picture show,the last picture show,0,0,0,0,0,100.0,certified fresh,none,100.0,8
1971,director,a clockwork orange,a clockwork orange,0,0,0,0,0,89.0,certified fresh,"['sci-fi', 'drama', 'thriller', 'crime']",80.0,3
1971,director,fiddler on the roof,fiddler on the roof,0,0,0,0,0,83.0,certified fresh,"['drama', 'romance', 'family', 'musical']",67.0,7
1971,director,the french connection,the french connection,1,1,1,0,0,98.0,certified fresh,none,98.0,6
1971,director,the last picture show,the last picture show,0,0,0,0,0,100.0,certified fresh,none,100.0,8
1971,score,shaft,shaft,0,1,0,0,0,88.0,certified fresh,none,88.0,1
1971,score,fiddler on the roof,fiddler on the roof,1,0,0,0,0,83.0,certified fresh,"['drama', 'romance', 'family', 'musical']",67.0,7
1971,score,willy wonka and the chocolate factory,willy wonka and the chocolate factory,0,0,0,0,0,91.0,fresh,none,91.0,1
1971,picture,a clockwork orange,a clockwork orange,0,0,0,0,0,89.0,certified fresh,"['sci-fi', 'drama', 'thriller', 'crime']",80.0,3
1971,picture,fiddler on the roof,fiddler on the roof,0,1,0,0,0,83.0,certified fresh,"['drama', 'romance', 'family', 'musical']",67.0,7
1971,picture,the french connection,the french connection,1,1,0,0,0,98.0,certified fresh,none,98.0,6
1971,picture,the last picture show,the last picture show,0,0,0,0,0,100.0,certified fresh,none,100.0,8
1971,screenplay,a clockwork orange,a clockwork orange,0,0,0,0,0,89.0,certified fresh,"['sci-fi', 'drama', 'thriller', 'crime']",80.0,3
1971,screenplay,the french connection,the french connection,1,0,1,0,0,98.0,certified fresh,none,98.0,6
1971,screenplay,the last picture show,the last picture show,0,0,0,0,0,100.0,certified fresh,none,100.0,8
1972,actor,the godfather,marlon brando,1,1,0,0,0,98.0,certified fresh,none,98.0,8
1972,supporting actor,the godfather,james caan,0,0,0,0,0,98.0,certified fresh,none,98.0,8
1972,supporting actor,the godfather,robert duvall,0,0,0,0,0,98.0,certified fresh,none,98.0,8
1972,supporting actor,cabaret,joel grey,1,1,0,0,0,95.0,fresh,"['drama', 'romance', 'music', 'musical']",80.0,8
1972,supporting actor,the godfather,al pacino,0,0,0,0,0,98.0,certified fresh,none,98.0,8
1972,actress,cabaret,liza minnelli,1,1,0,0,1,95.0,fresh,"['drama', 'romance', 'music', 'musical']",80.0,8
1972,supporting actress,fat city,susan tyrrell,0,0,0,0,0,100.0,fresh,none,100.0,1
1972,supporting actress,the poseidon adventure,shelley winters,0,1,0,0,0,70.0,False,"['action', 'adventure', 'drama', 'thriller']",70.0,5
1972,production design,cabaret,cabaret,1,0,0,0,0,95.0,fresh,"['drama', 'romance', 'music', 'musical']",80.0,8
1972,production design,the poseidon adventure,the poseidon adventure,0,0,0,0,0,70.0,False,"['action', 'adventure', 'drama', 'thriller']",70.0,5
1972,cinematography,cabaret,cabaret,1,0,0,0,0,95.0,fresh,"['drama', 'romance', 'music', 'musical']",80.0,8
1972,cinematography,the poseidon adventure,the poseidon adventure,0,0,0,0,0,70.0,False,"['action', 'adventure', 'drama', 'thriller']",70.0,5
1972,director,cabaret,cabaret,1,0,0,0,1,95.0,fresh,"['drama', 'romance', 'music', 'musical']",80.0,8
1972,director,deliverance,deliverance,0,0,0,0,0,82.0,False,"['adventure', 'drama', 'thriller']",82.0,2
1972,director,the godfather,the godfather,0,1,1,0,0,98.0,certified fresh,none,98.0,8
1972,score,the godfather,the godfather,0,1,0,0,0,98.0,certified fresh,none,98.0,8
1972,score,the poseidon adventure,the poseidon adventure,0,0,0,0,0,70.0,False,"['action', 'adventure', 'drama', 'thriller']",70.0,5
1972,score,cabaret,cabaret,1,0,0,0,0,95.0,fresh,"['drama', 'romance', 'music', 'musical']",80.0,8
1972,picture,cabaret,cabaret,0,1,0,0,1,95.0,fresh,"['drama', 'romance', 'music', 'musical']",80.0,8
1972,picture,deliverance,deliverance,0,0,0,0,0,82.0,False,"['adventure', 'drama', 'thriller']",82.0,2
1972,picture,the godfather,the godfather,1,1,0,0,0,98.0,certified fresh,none,98.0,8
1972,screenplay,cabaret,cabaret,0,0,1,0,0,95.0,fresh,"['drama', 'romance', 'music', 'musical']",80.0,8
1972,screenplay,the godfather,the godfather,1,1,1,0,0,98.0,certified fresh,none,98.0,8
1972,screenplay,the candidate,the candidate,1,0,1,0,0,87.0,fresh,none,87.0,1
1972,effects,the poseidon adventure,the poseidon adventure,1,0,0,0,0,70.0,False,"['action', 'adventure', 'drama', 'thriller']",70.0,5
1973,actor,the last detail,jack nicholson,0,0,0,0,0,91.0,fresh,"['drama', 'comedy']",89.0,3
1973,actor,serpico,al pacino,0,1,0,0,0,90.0,fresh,none,90.0,2
1973,actor,the sting,robert redford,0,0,0,0,0,93.0,certified fresh,"['drama', 'comedy', 'crime']",83.0,7
1973,supporting actor,bang the drum slowly,vincent gardenia,0,0,0,0,0,92.0,fresh,none,92.0,1
1973,supporting actor,the exorcist,jason miller,0,0,0,0,0,85.0,certified fresh,none,85.0,8
1973,supporting actor,the last detail,randy quaid,0,0,0,0,0,91.0,fresh,"['drama', 'comedy']",89.0,3
1973,actress,the exorcist,ellen burstyn,0,0,0,0,0,85.0,certified fresh,none,85.0,8
1973,supporting actress,the exorcist,linda blair,0,1,0,0,0,85.0,certified fresh,none,85.0,8
1973,supporting actress,american graffiti,candy clark,0,0,0,0,0,96.0,certified fresh,"['drama', 'comedy']",97.0,4
1973,supporting actress,paper moon,madeline kahn,0,0,0,0,0,92.0,fresh,"['drama', 'comedy', 'crime']",77.0,3
1973,supporting actress,paper moon,tatum oneal,1,0,0,0,0,92.0,fresh,"['drama', 'comedy', 'crime']",77.0,3
1973,production design,the exorcist,the exorcist,0,0,0,0,0,85.0,certified fresh,none,85.0,8
1973,production design,the sting,the sting,1,0,0,0,0,93.0,certified fresh,"['drama', 'comedy', 'crime']",83.0,7
1973,cinematography,the exorcist,the exorcist,0,0,0,0,0,85.0,certified fresh,none,85.0,8
1973,cinematography,the sting,the sting,0,0,0,0,0,93.0,certified fresh,"['drama', 'comedy', 'crime']",83.0,7
1973,director,american graffiti,american graffiti,0,0,0,0,0,96.0,certified fresh,"['drama', 'comedy']",97.0,4
1973,director,the exorcist,the exorcist,0,1,0,0,0,85.0,certified fresh,none,85.0,8
1973,director,the sting,the sting,1,0,1,0,0,93.0,certified fresh,"['drama', 'comedy', 'crime']",83.0,7
1973,score,papillon,papillon,0,0,0,0,0,58.0,False,"['biography', 'drama', 'crime']",58.0,1
1973,score,jesus christ superstar,jesus christ superstar,0,0,0,0,0,55.0,rotten,none,55.0,1
1973,score,the sting,the sting,1,0,0,0,0,93.0,certified fresh,"['drama', 'comedy', 'crime']",83.0,7
1973,picture,american graffiti,american graffiti,0,1,0,0,0,96.0,certified fresh,"['drama', 'comedy']",97.0,4
1973,picture,the exorcist,the exorcist,0,1,0,0,0,85.0,certified fresh,none,85.0,8
1973,picture,the sting,the sting,1,0,0,0,0,93.0,certified fresh,"['drama', 'comedy', 'crime']",83.0,7
1973,screenplay,the exorcist,the exorcist,1,1,0,0,0,85.0,certified fresh,none,85.0,8
1973,screenplay,the last detail,the last detail,0,0,0,0,0,91.0,fresh,"['drama', 'comedy']",89.0,3
1973,screenplay,paper moon,paper moon,0,0,1,0,0,92.0,fresh,"['drama', 'comedy', 'crime']",77.0,3
1973,screenplay,serpico,serpico,0,0,1,0,0,90.0,fresh,none,90.0,2
1973,screenplay,american graffiti,american graffiti,0,0,0,0,0,96.0,certified fresh,"['drama', 'comedy']",97.0,4
1973,screenplay,the sting,the sting,1,0,0,0,0,93.0,certified fresh,"['drama', 'comedy', 'crime']",83.0,7
1974,actor,murder on the orient express,albert finney,0,0,0,0,0,91.0,fresh,none,91.0,5
1974,actor,lenny,dustin hoffman,0,0,0,0,0,95.0,fresh,none,95.0,6
1974,actor,chinatown,jack nicholson,0,1,0,0,1,99.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",92.0,8
1974,actor,the godfather part ii,al pacino,0,0,0,0,0,97.0,certified fresh,none,97.0,10
1974,supporting actor,the towering inferno,fred astaire,0,1,0,0,0,72.0,fresh,"['action', 'drama', 'thriller']",69.0,5
1974,supporting actor,thunderbolt and lightfoot,jeff bridges,0,0,0,0,0,88.0,fresh,none,88.0,1
1974,supporting actor,the godfather part ii,robert de niro,1,0,0,0,0,97.0,certified fresh,none,97.0,10
1974,supporting actor,the godfather part ii,michael v gazzo,0,0,0,0,0,97.0,certified fresh,none,97.0,10
1974,supporting actor,the godfather part ii,lee strasberg,0,0,0,0,0,97.0,certified fresh,none,97.0,10
1974,actress,chinatown,faye dunaway,0,0,0,0,0,99.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",92.0,8
1974,actress,lenny,valerie perrine,0,0,0,0,0,95.0,fresh,none,95.0,6
1974,actress,a woman under the influence,gena rowlands,0,1,0,0,0,93.0,fresh,none,93.0,4
1974,actress,a woman under the influence,gena rowlands,0,1,0,0,0,93.0,fresh,none,93.0,4
1974,supporting actress,murder on the orient express,ingrid bergman,1,0,0,0,1,91.0,fresh,none,91.0,5
1974,supporting actress,blazing saddles,madeline kahn,0,0,0,0,0,91.0,certified fresh,"['comedy', 'western']",73.0,1
1974,supporting actress,the godfather part ii,talia shire,0,0,0,0,0,97.0,certified fresh,none,97.0,10
1974,production design,chinatown,chinatown,0,0,0,0,0,99.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",92.0,8
1974,production design,earthquake,earthquake,0,0,0,0,0,38.0,rotten,none,38.0,3
1974,production design,the godfather part ii,the godfather part ii,1,0,0,0,0,97.0,certified fresh,none,97.0,10
1974,production design,the towering inferno,the towering inferno,0,0,0,0,0,72.0,fresh,"['action', 'drama', 'thriller']",69.0,5
1974,cinematography,chinatown,chinatown,0,0,0,0,0,99.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",92.0,8
1974,cinematography,earthquake,earthquake,0,0,0,0,0,38.0,rotten,none,38.0,3
1974,cinematography,lenny,lenny,0,0,0,0,0,95.0,fresh,none,95.0,6
1974,cinematography,murder on the orient express,murder on the orient express,0,0,0,0,0,91.0,fresh,none,91.0,5
1974,cinematography,the towering inferno,the towering inferno,1,0,0,0,0,72.0,fresh,"['action', 'drama', 'thriller']",69.0,5
1974,director,chinatown,chinatown,0,1,0,0,1,99.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",92.0,8
1974,director,the godfather part ii,the godfather part ii,1,0,1,0,0,97.0,certified fresh,none,97.0,10
1974,director,lenny,lenny,0,0,0,0,0,95.0,fresh,none,95.0,6
1974,director,a woman under the influence,a woman under the influence,0,0,0,0,0,93.0,fresh,none,93.0,4
1974,director,a woman under the influence,a woman under the influence,0,0,0,0,0,93.0,fresh,none,93.0,4
1974,score,chinatown,chinatown,0,0,0,0,0,99.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",92.0,8
1974,score,the godfather part ii,the godfather part ii,1,0,0,0,0,97.0,certified fresh,none,97.0,10
1974,score,murder on the orient express,murder on the orient express,0,0,0,0,0,91.0,fresh,none,91.0,5
1974,score,the towering inferno,the towering inferno,0,0,0,0,0,72.0,fresh,"['action', 'drama', 'thriller']",69.0,5
1974,score,the great gatsby,the great gatsby,1,0,0,0,0,39.0,rotten,none,39.0,1
1974,score,phantom of the paradise,phantom of the paradise,0,0,0,0,0,91.0,fresh,"['drama', 'thriller', 'fantasy', 'horror', 'comedy', 'romance', 'music', 'musical']",67.0,1
1974,picture,chinatown,chinatown,0,1,0,0,0,99.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",92.0,8
1974,picture,the conversation,the conversation,0,0,0,0,0,98.0,certified fresh,"['drama', 'mystery', 'thriller']",85.0,2
1974,picture,the godfather part ii,the godfather part ii,1,0,0,0,0,97.0,certified fresh,none,97.0,10
1974,picture,lenny,lenny,0,0,0,0,0,95.0,fresh,none,95.0,6
1974,picture,the towering inferno,the towering inferno,0,0,0,0,0,72.0,fresh,"['action', 'drama', 'thriller']",69.0,5
1974,screenplay,chinatown,chinatown,1,1,1,0,0,99.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",92.0,8
1974,screenplay,the conversation,the conversation,0,0,0,0,0,98.0,certified fresh,"['drama', 'mystery', 'thriller']",85.0,2
1974,screenplay,the godfather part ii,the godfather part ii,1,0,1,0,0,97.0,certified fresh,none,97.0,10
1974,screenplay,lenny,lenny,0,0,0,0,0,95.0,fresh,none,95.0,6
1974,screenplay,murder on the orient express,murder on the orient express,0,0,0,0,0,91.0,fresh,none,91.0,5
1974,screenplay,young frankenstein,young frankenstein,0,0,0,0,0,93.0,certified fresh,['comedy'],80.0,1
1974,effects,earthquake,earthquake,1,0,0,0,0,38.0,rotten,none,38.0,3
1975,actor,the sunshine boys,walter matthau,0,1,0,0,0,78.0,fresh,none,78.0,4
1975,actor,dog day afternoon,al pacino,0,0,0,0,0,95.0,certified fresh,"['biography', 'drama', 'thriller', 'crime']",86.0,5
